주간,순위,song,name,lastweek_rank,지속기간,변경,조회수
20190301-20190307,24위,Meet him among them(그 중에 그대를 만나),이선희,지난주 #31,27 weeks,2.3%,387K
20190301-20190307,25위,Home,세븐틴(SEVENTEEN),지난주 #58,5 weeks,65.7%,380K
20190301-20190307,26위,해야 (Sunrise),여자친구(GFRIEND),지난주 #22,8 weeks,-21.1%,360K
20190301-20190307,27위,나의 땅,BewhY(비와이),지난주 #93,5 weeks,146.6%,359K
20190301-20190307,28위,FLOWER (Korean Version),여자친구(GFRIEND),--,1 week,--,354K
20190301-20190307,29위,Love Shot,EXO,지난주 #24,12 weeks,-20%,353K
20190301-20190307,30위,It's been a while (오랜만이야) (feat. Zion.T),로꼬,지난주 #27,4 weeks,-17.3%,338K
20190301-20190307,31위,MILLIONS,WINNER,지난주 #23,12 weeks,-24%,337K
20190301-20190307,32위,"IndiGO (저스디스, 키드밀리, No_eL & 양홍원)",저스디스,지난주 #28,37 weeks,-18%,333K
20190301-20190307,33위,Song request(신청곡) (feat. Agust D),Lee So-ra,지난주 #30,7 weeks,-17.7%,325K
20190301-20190307,34위,If I Knew…(알았다면),장덕철,지난주 #36,11 weeks,-11%,320K
20190301-20190307,35위,Learn to love (그대가 내 안에 박혔다),황치열,지난주 #26,15 weeks,-24.5%,317K
20190301-20190307,36위,BAAM,모모랜드(MOMOLAND),지난주 #45,32 weeks,-0.7%,315K
20190301-20190307,37위,행복 (Happiness),오반,지난주 #25,13 weeks,-26.5%,310K
20190301-20190307,38위,BBIBBI(삐삐),아이유(IU),지난주 #38,21 weeks,-12.8%,310K
20190301-20190307,39위,IMJMWDP,IMJMWDP,지난주 #13,2 weeks,-53.3%,306K
20190301-20190307,40위,"POP/STARS (feat. 매디슨 비어, (여자)아이들 & 자이라 번스)",K-Da,지난주 #34,18 weeks,-17.1%,304K
20190301-20190307,41위,초록빛,폴킴(Paul Kim),지난주 #33,6 weeks,-19.3%,297K
20190301-20190307,42위,We All Lie,하진,지난주 #18,11 weeks,-40.5%,296K
20190301-20190307,43위,180º,벤,지난주 #32,13 weeks,-20.4%,294K
20190301-20190307,44위,아낙네 (FIANCE),MINO,지난주 #29,15 weeks,-29%,281K
20190301-20190307,45위,지나오다,닐로,지난주 #35,49 weeks,-23.2%,280K
20190301-20190307,46위,The Way To Say Goodbye(이별하러 가는 길),Onestar(임한별),지난주 #37,25 weeks,-23.1%,275K
20190301-20190307,47위,Siren (사이렌),선미 (SUNMI),--,21 weeks,--,273K
20190301-20190307,48위,LATATA,(여자)아이들,지난주 #51,25 weeks,-4.2%,268K
20190301-20190307,49위,Girls Like You (feat. Cardi B(카디 비)),Maroon 5(마룬 파이브),지난주 #49,31 weeks,-16.5%,260K
20190301-20190307,50위,전혀 (feat. 우원재),빈첸(VINXEN),지난주 #44,14 weeks,-19.7%,259K
20190301-20190307,51위,Paris in the Rain,Lauv(라우브),지난주 #53,5 weeks,-2%,254K
20190301-20190307,52위,꽃 FLOWER,김하온(HAON),지난주 #46,6 weeks,-21.2%,249K
20190301-20190307,53위,HANN (Alone) (한) (一),(여자)아이들,지난주 #60,22 weeks,11.5%,245K
20190301-20190307,54위,"thank u, next",Ariana Grande(아리아나 그란데),지난주 #42,17 weeks,-24.8%,245K
20190301-20190307,55위,내 생에 아름다운 (Beautiful Moment),케이윌,지난주 #39,19 weeks,-31.3%,244K
20190301-20190307,56위,After You’ve Gone(넘쳐흘러),엠씨더맥스,지난주 #43,10 weeks,-25.4%,242K
20190301-20190307,57위,Sunflower (Post Malone(포스트 말론) & 스웨 리),Post Malone(포스트 말론),지난주 #54,14 weeks,-3.5%,242K
20190301-20190307,58위,%%(응응),에이핑크,지난주 #50,9 weeks,-25.7%,226K
20190301-20190307,59위,Tempo,EXO,지난주 #47,18 weeks,-29.7%,221K
20190301-20190307,60위,Dancing With A Stranger (Sam Smith(샘 스미스) & 노르마니 코르데이),Sam Smith(샘 스미스),지난주 #66,7 weeks,5.2%,209K
20190301-20190307,61위,Shallow (Lady Gaga & 브래들리 쿠퍼),Lady Gaga,지난주 #69,5 weeks,10.6%,208K
20190301-20190307,62위,What You Waiting For (R. 티 & 안다),R. 티,--,1 week,--,208K
20190301-20190307,63위,I LOVE YOU (알러뷰),EXID,지난주 #57,16 weeks,-12.4%,206K
20190301-20190307,64위,Please Me (Cardi B(카디 비) & 브루노 마스),Cardi B(카디 비),지난주 #89,2 weeks,37.2%,203K
20190301-20190307,65위,i'm so tired... (Lauv(라우브) & Troye Sivan(트로이 시반)),Lauv(라우브),지난주 #61,6 weeks,-8.9%,198K
20190301-20190307,66위,Empty words (흔한 이별),허각,지난주 #56,14 weeks,-21.3%,193K
20190301-20190307,67위,FAKE LOVE,방탄소년단,--,1 week,--,191K
20190301-20190307,68위,WANT,태민(TAEMIN),지난주 #67,3 weeks,-4.9%,188K
20190301-20190307,69위,2002,Anne-Marie,--,1 week,--,183K
20190301-20190307,70위,Bohemian Rhapsody,Queen(퀸),지난주 #62,19 weeks,-16.2%,182K
20190301-20190307,71위,The Vow (서약),알리(ALi),지난주 #75,13 weeks,4.1%,179K
20190301-20190307,72위,바코드  (Bar Code) (김하온(HAON) & 빈첸(VINXEN)),김하온(HAON),지난주 #55,20 weeks,-27.1%,179K
20190301-20190307,73위,Symphony (feat. Zara Larsson(자라 라슨)),Clean Bandit(클린 밴딧),지난주 #65,12 weeks,-13.1%,172K
20190301-20190307,74위,Alligator,몬스타엑스(Monsta X),지난주 #48,3 weeks,-46.1%,168K
20190301-20190307,75위,"break up with your girlfriend, i'm bored",Ariana Grande(아리아나 그란데),지난주 #72,4 weeks,-10.7%,160K
20190301-20190307,76위,BIRD,HOTSHOT Sungwoon,--,1 week,--,156K
20190301-20190307,77위,"ONE SHOT, TWO SHOT",보아 (BoA),--,9 weeks,--,155K
20190301-20190307,78위,All Night,아스트로(ASTRO),지난주 #76,7 weeks,-12%,151K
20190301-20190307,79위,PIRI (피리),드림캐쳐(Dreamcatcher),지난주 #64,3 weeks,-25.1%,149K
20190301-20190307,80위,Lemon,Kenshi Yonezu(켄시 요네즈/米津 玄師),지난주 #70,11 weeks,-19.7%,149K
20190301-20190307,81위,Viva La Vida,Coldplay(콜드플레이),지난주 #80,10 weeks,-11.7%,149K
20190301-20190307,82위,"The day, I hate myself",닐로(Nilo),--,1 week,--,148K
20190301-20190307,83위,"DDING (띵) (Jvcki Wai, 양홍원, Osshun Gum & 한요한)",Jvcki Wai,지난주 #68,8 weeks,-22.3%,147K
20190301-20190307,84위,사랑해서 그래 (Because I Love You),강민경,--,1 week,--,142K
20190301-20190307,85위,La La Love,우주소녀,지난주 #74,9 weeks,-19.6%,141K
20190301-20190307,86위,FOCUS ON ME,Jus2,--,1 week,--,140K
20190301-20190307,87위,Valkyrie,원어스 (ONEUS),--,1 week,--,140K
20190301-20190307,88위,봄봄봄,로이킴,--,15 weeks,--,137K
20190301-20190307,89위,Heart(이 마음),펀치,지난주 #90,7 weeks,-7.9%,135K
20190301-20190307,90위,Enchanted Propaganda,Jvcki Wai,지난주 #73,9 weeks,-23.8%,134K
20190301-20190307,91위,Think About You (Kygo(카이고) & Valerie Broussard),Kygo(카이고),지난주 #99,2 weeks,-4.9%,133K
20190301-20190307,92위,I will show you(보여줄게),에일리,지난주 #99,6 weeks,-5.1%,132K
20190301-20190307,93위,No,CLC(씨엘씨),지난주 #71,6 weeks,-27.5%,132K
20190301-20190307,94위,Heu !,SUPERBEE,지난주 #59,7 weeks,-42%,132K
20190301-20190307,95위,소진영(SO JIN YOUNG) - ‘나의 한숨을 바꾸셨네(He changed my sigh)’ STUDIO Version,마커스워십,--,1 week,--,131K
20190301-20190307,96위,Answer : Love Myself,방탄소년단,지난주 #81,18 weeks,-20.5%,129K
20190301-20190307,97위,Waiting For Love,Avicii(아비치),지난주 #88,4 weeks,-13%,129K
20190301-20190307,98위,수퍼비와 SUPERBEEWHY (feat. BewhY(비와이)),SUPERBEE,지난주 #82,18 weeks,-20.4%,128K
20190301-20190307,99위,Whatta Man (Good man),아이오아이,--,27 weeks,--,128K
20190301-20190307,100위,다 핀 꽃 (Blossom Flower),로시 (Rothy),지난주 #78,4 weeks,-25.4%,127K
20190222-20190228,1위,달라달라 (DALLA DALLA),ITZY,지난주 #1,3 weeks,-40.9%,3.23M
20190222-20190228,2위,TWIT (멍청이),화사,지난주 #2,3 weeks,-30%,1.85M
20190222-20190228,3위,Senorita,(여자)아이들,--,1 week,--,1.39M
20190222-20190228,4위,Rooftop (옥탑방),엔플라잉,지난주 #17,3 weeks,124.5%,1.29M
20190222-20190228,5위,벌써 12시 (Gotta Go),청하,지난주 #5,9 weeks,11.8%,1.2M
20190222-20190228,6위,YES or YES,TWICE(트와이스),지난주 #3,17 weeks,-9.5%,1.08M
20190222-20190228,7위,이 노래가 클럽에서 나온다면 (Fire up),우디 Woody,지난주 #4,5 weeks,-15.8%,931K
20190222-20190228,8위,SOLO,제니,지난주 #6,16 weeks,-11.4%,869K
20190222-20190228,9위,La Vie en Rose,IZ*ONE (아이즈원),지난주 #8,18 weeks,-11%,756K
20190222-20190228,10위,신용재 (SHIN YONG JAE),하은,지난주 #7,16 weeks,-19.3%,739K
20190222-20190228,11위,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴(Paul Kim),지난주 #10,49 weeks,-5%,704K
20190222-20190228,12위,IDOL,방탄소년단,지난주 #11,27 weeks,-6.6%,675K
20190222-20190228,13위,IMJMWDP,IMJMWDP,--,1 week,--,656K
20190222-20190228,14위,너도 그냥 날 놓아주면 돼 Just let me go,윤건,지난주 #12,11 weeks,-3.9%,629K
20190222-20190228,15위,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,지난주 #14,31 weeks,-0.4%,591K
20190222-20190228,16위,7 rings,Ariana Grande(아리아나 그란데),지난주 #16,6 weeks,-10.3%,520K
20190222-20190228,17위,What is Love?,TWICE(트와이스),지난주 #21,47 weeks,3.6%,509K
20190222-20190228,18위,We All Lie,하진,지난주 #9,10 weeks,-37.2%,497K
20190222-20190228,19위,Dance The Night Away,TWICE(트와이스),지난주 #13,33 weeks,-17.5%,494K
20190222-20190228,20위,Me After You (너를 만나),폴킴(Paul Kim),지난주 #18,18 weeks,-13.1%,488K
20190222-20190228,21위,How about you(너는 어땠을까),Noel(노을),지난주 #20,16 weeks,-5%,488K
20190222-20190228,22위,해야 (Sunrise),여자친구(GFRIEND),지난주 #15,7 weeks,-22.4%,456K
20190222-20190228,23위,MILLIONS,WINNER,지난주 #19,11 weeks,-20.6%,443K
20190222-20190228,24위,Love Shot,EXO,지난주 #23,11 weeks,-6.3%,441K
20190222-20190228,25위,행복 (Happiness),오반,지난주 #22,12 weeks,-13.5%,422K
20190222-20190228,26위,Learn to love (그대가 내 안에 박혔다),황치열,지난주 #25,14 weeks,-8.1%,420K
20190222-20190228,27위,It's been a while (오랜만이야) (feat. Zion.T),로꼬,지난주 #24,3 weeks,-11.3%,408K
20190222-20190228,28위,"IndiGO (저스디스, 키드밀리, No_eL & 양홍원)",저스디스,지난주 #30,36 weeks,-4.7%,406K
20190222-20190228,29위,아낙네 (FIANCE),MINO,지난주 #26,14 weeks,-12.6%,396K
20190222-20190228,30위,Song request(신청곡) (feat. Agust D),Lee So-ra,지난주 #34,6 weeks,0%,395K
20190222-20190228,31위,Meet him among them(그 중에 그대를 만나),이선희,지난주 #28,26 weeks,-13.4%,378K
20190222-20190228,32위,180º,벤,지난주 #27,12 weeks,-18.1%,370K
20190222-20190228,33위,초록빛,폴킴(Paul Kim),지난주 #36,5 weeks,-5.4%,368K
20190222-20190228,34위,"POP/STARS (feat. 매디슨 비어, (여자)아이들 & 자이라 번스)",K-Da,지난주 #37,17 weeks,-3.6%,366K
20190222-20190228,35위,지나오다,닐로,지난주 #31,48 weeks,-13.3%,365K
20190222-20190228,36위,If I Knew…(알았다면),장덕철,지난주 #39,10 weeks,-3.4%,359K
20190222-20190228,37위,The Way To Say Goodbye(이별하러 가는 길),Onestar(임한별),지난주 #35,24 weeks,-8.9%,358K
20190222-20190228,38위,BBIBBI(삐삐),아이유(IU),지난주 #40,20 weeks,-3.9%,355K
20190222-20190228,39위,내 생에 아름다운 (Beautiful Moment),케이윌,지난주 #32,18 weeks,-13.9%,355K
20190222-20190228,40위,FAKE LOVE,방탄소년단,지난주 #29,39 weeks,-18.6%,352K
20190222-20190228,41위,2002,Anne-Marie,지난주 #48,13 weeks,14.1%,330K
20190222-20190228,42위,"thank u, next",Ariana Grande(아리아나 그란데),지난주 #33,16 weeks,-18.6%,325K
20190222-20190228,43위,After You’ve Gone(넘쳐흘러),엠씨더맥스,지난주 #41,9 weeks,-10.8%,325K
20190222-20190228,44위,전혀 (feat. 우원재),빈첸(VINXEN),지난주 #83,13 weeks,93.1%,322K
20190222-20190228,45위,BAAM,모모랜드(MOMOLAND),지난주 #43,31 weeks,-7.3%,317K
20190222-20190228,46위,꽃 FLOWER,김하온(HAON),지난주 #49,5 weeks,11.2%,316K
20190222-20190228,47위,Tempo,EXO,지난주 #44,17 weeks,-7.9%,314K
20190222-20190228,48위,Alligator,몬스타엑스(Monsta X),지난주 #54,2 weeks,19.1%,312K
20190222-20190228,49위,Girls Like You (feat. Cardi B(카디 비)),Maroon 5(마룬 파이브),지난주 #45,30 weeks,-7%,311K
20190222-20190228,50위,%%(응응),에이핑크,지난주 #42,8 weeks,-11.7%,305K
20190222-20190228,51위,LATATA,(여자)아이들,--,24 weeks,--,280K
20190222-20190228,52위,This Is America,Childish Gambino(차일디쉬 감비노),--,13 weeks,--,267K
20190222-20190228,53위,Paris in the Rain,Lauv(라우브),지난주 #77,4 weeks,38.4%,259K
20190222-20190228,54위,Sunflower (Post Malone(포스트 말론) & 스웨 리),Post Malone(포스트 말론),지난주 #65,13 weeks,10.7%,251K
20190222-20190228,55위,바코드  (Bar Code) (김하온(HAON) & 빈첸(VINXEN)),김하온(HAON),--,19 weeks,--,245K
20190222-20190228,56위,Empty words (흔한 이별),허각,지난주 #51,13 weeks,-10.3%,245K
20190222-20190228,57위,I LOVE YOU (알러뷰),EXID,지난주 #55,15 weeks,-8.1%,236K
20190222-20190228,58위,Home,세븐틴(SEVENTEEN),--,4 weeks,--,230K
20190222-20190228,59위,Heu !,SUPERBEE,지난주 #53,6 weeks,-14.5%,227K
20190222-20190228,60위,HANN (Alone) (한) (一),(여자)아이들,--,21 weeks,--,219K
20190222-20190228,61위,i'm so tired... (Lauv(라우브) & Troye Sivan(트로이 시반)),Lauv(라우브),지난주 #59,5 weeks,-10.9%,218K
20190222-20190228,62위,Bohemian Rhapsody,Queen(퀸),지난주 #70,18 weeks,0.4%,217K
